Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Date,Time,Time_in_Seconds,Cluster
NON-CRIMINAL,LOST PROPERTY,Monday,RICHMOND,NONE,700 Block of CLEMENT ST,-122.467102254248,37.7827705350074,2009-05-25,18:00:00,64800,1
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Thursday,SOUTHERN,NONE,NEWMONTGOMERY ST / HOWARD ST,-122.39898086887,37.786209557036,2011-01-13,20:43:00,74580,3
VANDALISM,MALICIOUS MISCHIEF,Monday,CENTRAL,NONE,300 Block of BUSH ST,-122.403208277822,37.7908083300178,2006-11-13,17:20:00,62400,3
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,FOLSOM ST / 26TH ST,-122.413771304802,37.74930457786579,2007-02-19,11:30:00,41400,0
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,NORTHERN,NONE,1900 Block of GREEN ST,-122.431198102219,37.7966227701002,2007-07-28,22:30:00,81000,3
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,RICHMOND,NONE,2800 Block of TURK ST,-122.451998028803,37.7780501202623,2003-05-28,10:29:00,37740,1
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,400 Block of DOLORES ST,-122.426341418233,37.762579310920295,2003-01-11,08:00:00,28800,2
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / THORNTON AV,-122.403402998592,37.730658826685,2014-12-27,18:18:00,65880,0
MISSING PERSON,MISSING JUVENILE,Friday,TARAVAL,LOCATED,0 Block of MANOR DR,-122.464740619379,37.7273727885074,2006-06-16,17:00:00,61200,1
OTHER OFFENSES,PAROLE VIOLATION,Friday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.422404422276,37.789876481740606,2013-08-23,07:05:00,25500,2
SECONDARY CODES,DOMESTIC VIOLENCE,Monday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,2006-10-02,00:01:00,60,2
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,TARAVAL,NONE,0 Block of MINERVA ST,-122.454797121611,37.7158849109873,2004-01-20,18:51:00,67860,1
MISSING PERSON,MISSING ADULT,Friday,MISSION,LOCATED,100 Block of CAPP ST,-122.418549940195,37.7642837095036,2008-10-03,11:30:00,41400,2
ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Wednesday,SOUTHERN,NONE,6TH ST / MISSION ST,-122.408710606671,37.7809706721824,2004-12-08,22:00:00,79200,3
DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Monday,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / CORTLAND AV,-122.40697950796302,37.739566960911,2010-05-03,23:15:00,83700,0
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,CENTRAL,NONE,300 Block of BAY ST,-122.412803753,37.8057739875696,2013-01-11,16:10:00,58200,3
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,PARK,NONE,15TH ST / SANCHEZ ST,-122.431028702713,37.7658672394532,2013-03-18,20:00:00,72000,1
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,TARAVAL,NONE,1900 Block of OCEAN AV,-122.46256031901,37.7252945346576,2010-11-19,12:26:00,44760,1
OTHER OFFENSES,"PROBATION VIOLATION, DV RELATED",Sunday,BAYVIEW,"ARREST, BOOKED",1700 Block of OAKDALE AV,-122.393211507811,37.736160379973605,2010-09-26,14:05:00,50700,0
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413069926397,37.7820204255866,2004-09-27,23:55:00,86100,3
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.412192555721,37.7816045741252,2003-09-16,17:55:00,64500,3
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745,2004-12-11,09:30:00,34200,2
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,PARK,NONE,100 Block of CASTRO ST,-122.435579030831,37.7661235460584,2007-10-17,12:30:00,45000,1
FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,TENDERLOIN,NONE,LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,2013-06-30,20:00:00,72000,3
DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Friday,BAYVIEW,NONE,100 Block of BARNEVELD AV,-122.402841680867,37.7450364333137,2006-11-03,09:22:00,33720,0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,NORTHERN,NOT PROSECUTED,600 Block of FELL ST,-122.428549892175,37.775158016907504,2005-09-08,17:00:00,61200,3
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,SOUTHERN,"ARREST, BOOKED",200 Block of 6TH ST,-122.406926278297,37.7794747749628,2003-02-08,00:34:00,2040,2
ASSAULT,INFLICT INJURY ON COHABITEE,Monday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE,300 Block of MANGELS AV,-122.44548296475,37.7331371661619,2008-09-01,08:00:00,28800,1
OTHER OFFENSES,RESISTING ARREST,Sunday,CENTRAL,"ARREST, CITED",2500 Block of MASON ST,-122.413814292432,37.80703620711829,2005-07-03,23:47:00,85620,3
FRAUD,FALSE ID TO PEACE OFFICER,Friday,TARAVAL,"ARREST, CITED",RANDOLPH ST / HEAD ST,-122.464399080237,37.7142937892046,2014-10-03,23:30:00,84600,1
MISSING PERSON,MISSING JUVENILE,Saturday,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321,2008-04-05,20:00:00,72000,0
ASSAULT,BATTERY,Tuesday,NORTHERN,NONE,CHURCH ST / DUBOCE AV,-122.429128783477,37.769455617859286,2015-02-17,17:25:00,62700,1
SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,BAYVIEW,"ARREST, BOOKED",1400 Block of PALOU AV,-122.388158941787,37.7323536922436,2007-04-22,23:10:00,83400,0
DRUG/NARCOTIC,SALE OF MARIJUANA,Tuesday,PARK,"ARREST, BOOKED",1800 Block of HAIGHT ST,-122.452706340322,37.7692156705894,2005-01-11,14:20:00,51600,1
NON-CRIMINAL,LOST PROPERTY,Friday,TENDERLOIN,NONE,200 Block of EDDY ST,-122.411800134753,37.7840890366868,2003-06-13,07:30:00,27000,2
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,BAYVIEW,NONE,IOWA ST / 22ND ST,-122.392135366031,37.75771063943501,2010-08-12,08:00:00,28800,0
LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,MISSION,NONE,2700 Block of HARRISON ST,-122.412041125438,37.7534100942238,2004-05-16,16:00:00,57600,0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,INGLESIDE,"ARREST, CITED",COTTER ST / MISSION ST,-122.432911300716,37.727178731553,2007-10-17,00:30:00,1800,2
OTHER OFFENSES,RESISTING ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",100 Block of POWELL ST,-122.40801449292,37.7859507767613,2010-02-11,14:09:00,50940,3
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,CENTRAL,NONE,600 Block of CHESTNUT ST,-122.414077045538,37.8037038923979,2013-06-14,17:00:00,61200,3
OTHER OFFENSES,PROBATION VIOLATION,Thursday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / LEAVENWORTH ST,-122.414433155063,37.7846576329256,2013-11-28,15:35:00,56100,3
VEHICLE THEFT,STOLEN TRUCK,Friday,RICHMOND,NONE,GOLDEN GATE AV / ARGUELLO BL,-122.45850554144,37.7761901455049,2005-10-07,13:00:00,46800,1
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,RICHMOND,NONE,2700 Block of CALIFORNIA ST,-122.439611799655,37.7881165194416,2014-05-17,17:00:00,61200,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,700 Block of RANDOLPH ST,-122.469356888345,37.7141960994308,2005-05-03,13:00:00,46800,1
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,PSYCHOPATHIC CASE,400 Block of SOUTH VAN NESS AV,-122.417662868855,37.766274431582495,2011-07-01,03:32:00,12720,2
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,600 Block of WEBSTER ST,-122.429677599183,37.7762669267975,2003-07-22,22:20:00,80400,3
ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,BAYVIEW,NONE,700 Block of MISSOURI ST,-122.395771897062,37.7572927810101,2007-09-23,12:10:00,43800,0
LARCENY/THEFT,GRAND THEFT PURSESNATCH,Sunday,PARK,NONE,500 Block of LYON ST,-122.442972406311,37.7757783597295,2004-09-19,23:08:00,83280,1
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE,300 Block of 4TH ST,-122.399833846531,37.781043217933394,2010-11-15,09:10:00,33000,2
NON-CRIMINAL,LOST PROPERTY,Monday,INGLESIDE,NONE,1100 Block of CAYUGA AV,-122.440660894634,37.7205097496756,2009-11-09,00:01:00,60,1
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,1400 Block of WAYLAND ST,-122.416408207436,37.7229001380285,2005-07-17,18:30:00,66600,0
LARCENY/THEFT,PETTY THEFT BICYCLE,Saturday,SOUTHERN,NONE,MISSION ST / 7TH ST,-122.410939205559,37.7792122589856,2004-10-02,10:00:00,36000,2
OTHER OFFENSES,PROBATION VIOLATION,Saturday,BAYVIEW,"ARREST, BOOKED",7TH ST / HOOPER ST,-122.398182124025,37.7690432950377,2013-02-09,10:05:00,36300,2
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Friday,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.408068345148,37.7839916768161,2013-11-29,13:27:00,48420,3
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,0 Block of SOTELO AV,-122.464487302014,37.749732195722,2006-06-26,05:00:00,18000,1
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, CITED",FOLSOM ST / 6TH ST,-122.405618998022,37.7785045190918,2008-10-28,23:41:00,85260,3
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,"ARREST, BOOKED",0 Block of JULIAN AV,-122.421202249523,37.7673951722732,2013-04-04,21:15:00,76500,3
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745,2005-07-13,09:38:00,34680,2
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,CENTRAL,NONE,400 Block of BROADWAY ST,-122.404282497745,37.7982249345487,2010-11-15,11:00:00,39600,3
WEAPON LAWS,CARRYING A CONCEALED WEAPON,Saturday,RICHMOND,JUVENILE ADMONISHED,400 Block of ARGUELLO BL,-122.458857560736,37.78220007231379,2007-10-20,15:00:00,54000,1
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,PSYCHOPATHIC CASE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,2010-10-08,23:10:00,83400,3
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,PARK,"ARREST, BOOKED",1100 Block of PIERCE ST,-122.435453929315,37.7805612820761,2006-01-26,17:15:00,62100,1
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TENDERLOIN,PSYCHOPATHIC CASE,200 Block of EDDY ST,-122.411778295992,37.7839805592634,2010-11-07,23:30:00,84600,3
BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Tuesday,NORTHERN,"ARREST, BOOKED",600 Block of EDDY ST,-122.418360181974,37.783149897821104,2004-12-21,05:47:00,20820,2
ROBBERY,ATTEMPTED ROBBERY CHAIN STORE WITH BODILY FORCE,Friday,CENTRAL,"ARREST, BOOKED",100 Block of POST ST,-122.404793641916,37.788804548889,2014-08-08,11:51:00,42660,3
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,"ARREST, CITED",500 Block of BARNEVELD AV,-122.404296869791,37.74044593571,2013-04-07,21:10:00,76200,0
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,2008-12-09,15:40:00,56400,3
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TENDERLOIN,PSYCHOPATHIC CASE,LEAVENWORTH ST / GOLDEN GATE AV,-122.413869632554,37.7818621883021,2010-07-13,12:21:00,44460,3
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,INGLESIDE,"ARREST, BOOKED",1700 Block of DIAMOND ST,-122.435649794056,37.7435705564616,2013-06-24,21:45:00,78300,1
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,TREAT AV / 21ST ST,-122.41344955677602,37.75736377959689,2008-09-15,17:00:00,61200,0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,MISSION,NONE,1100 Block of SHOTWELL ST,-122.415005297689,37.75001792273071,2010-12-01,02:15:00,8100,2
RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,SOUTHERN,NONE,300 Block of 12TH ST,-122.413367789821,37.7702457299466,2010-11-29,15:57:00,57420,3
MISSING PERSON,MISSING JUVENILE,Friday,BAYVIEW,LOCATED,0 Block of BALDWIN CT,-122.380699830668,37.7297194419738,2013-11-15,22:00:00,79200,0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,INGLESIDE,"ARREST, BOOKED",100 Block of DELANO AV,-122.441056144882,37.7258890823677,2006-11-17,18:27:00,66420,1
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,PARK,"ARREST, CITED",ASHBURY ST / PAGE ST,-122.44712374185,37.7709342643218,2005-04-09,01:56:00,6960,2
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,CENTRAL,NONE,POWELL ST / GEARY ST,-122.408231026261,37.787359494956,2015-01-23,17:35:00,63300,3
NON-CRIMINAL,FOUND PROPERTY,Saturday,TENDERLOIN,NONE,300 Block of MASON ST,-122.409660751795,37.7864394524764,2012-08-11,10:45:00,38700,2
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,BAYVIEW,NONE,500 Block of INDIANA ST,-122.391589166364,37.762859789911,2011-05-31,02:25:00,8700,2
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,MISSION,NONE,3200 Block of 16TH ST,-122.425494570183,37.7646442347449,2013-11-11,12:05:00,43500,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE,1000 Block of CAROLINA ST,-122.399637532645,37.7559739737626,2013-06-15,02:00:00,7200,2
ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Tuesday,CENTRAL,NONE,700 Block of GEARY ST,-122.415632654294,37.7863587808386,2013-02-05,21:00:00,75600,3
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,INGLESIDE,NONE,600 Block of PRECITA AV,-122.408196138082,37.7480941047928,2011-09-22,16:00:00,57600,0
NON-CRIMINAL,LOST PROPERTY,Sunday,TENDERLOIN,NONE,POWELL ST / OFARRELL ST,-122.408040474858,37.7864094033618,2010-09-12,10:00:00,36000,2
DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE,Wednesday,MISSION,"ARREST, BOOKED",SOUTH VAN NESS AV / 20TH ST,-122.416872883664,37.75876402011321,2006-06-28,02:31:00,9060,2
NON-CRIMINAL,LOST PROPERTY,Monday,TENDERLOIN,NONE,300 Block of OFARRELL ST,-122.410509258795,37.786043222299206,2013-04-01,08:00:00,28800,2
ROBBERY,"ROBBERY, BODILY FORCE",Monday,MISSION,NONE,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424,2006-05-15,00:30:00,1800,2
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,PARK,NONE,EDDY ST / DIVISADERO ST,-122.438928631199,37.780587449040105,2009-11-24,17:58:00,64680,1
VANDALISM,MALICIOUS MISCHIEF,Tuesday,MISSION,NONE,25TH ST / HARRISON ST,-122.411747062829,37.7510350321605,2007-04-03,20:25:00,73500,0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,1200 Block of JACKSON ST,-122.415676015865,37.7949349266029,2008-08-08,17:00:00,61200,3
WARRANTS,ENROUTE TO PAROLE OFFICER,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,2003-04-17,16:20:00,58800,3
FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.407244087032,37.7865647607685,2014-05-31,12:00:00,43200,3
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,MISSION,NONE,2100 Block of MARKET ST,-122.430018655242,37.7668305229582,2008-07-08,08:30:00,30600,2
ASSAULT,BATTERY,Monday,MISSION,"ARREST, CITED",2300 Block of 16TH ST,-122.409529913278,37.7657184395282,2013-08-05,10:50:00,39000,2
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,RICHMOND,"ARREST, BOOKED",2800 Block of GEARY BL,-122.44958034096202,37.7820535935304,2003-12-10,23:48:00,85680,1
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,CENTRAL,"ARREST, CITED",400 Block of COLUMBUS AV,-122.408407397189,37.79914232652379,2007-03-24,20:27:00,73620,3
FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Friday,SOUTHERN,PROSECUTED BY OUTSIDE AGENCY,900 Block of MARKET ST,-122.409708423721,37.78282764988379,2003-05-16,00:40:00,2400,2
KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Monday,BAYVIEW,"ARREST, BOOKED",1100 Block of QUESADA AV,-122.380933670061,37.727442350503104,2012-06-25,23:10:00,83400,0
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",Monday,CENTRAL,NONE,100 Block of DRUMM ST,-122.396612261014,37.7950446763389,2013-06-24,22:19:00,80340,3
WARRANTS,WARRANT ARREST,Friday,BAYVIEW,"ARREST, BOOKED",1500 Block of SHAFTER AV,-122.389849114797,37.7304741509374,2007-07-27,23:17:00,83820,0
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,CENTRAL,"ARREST, BOOKED",300 Block of JEFFERSON ST,-122.418277044979,37.8079624466014,2015-01-24,23:43:00,85380,3
NON-CRIMINAL,CASE CLOSURE,Tuesday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,1800 Block of 25TH ST,-122.397497373637,37.75230663222629,2013-09-17,16:00:00,57600,0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,400 Block of HAIGHT ST,-122.429644614552,37.7722642986091,2007-02-21,14:30:00,52200,1
RUNAWAY,RUNAWAY,Wednesday,PARK,NONE,1200 Block of PAGE ST,-122.441393701114,37.77172731417711,2012-08-22,07:45:00,27900,1
ASSAULT,BATTERY,Tuesday,CENTRAL,"ARREST, BOOKED",1000 Block of SUTTER ST,-122.417672923626,37.7881242734432,2014-04-01,20:00:00,72000,3
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.415508242782,37.7816542806076,2010-04-22,19:03:00,68580,3
NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,FOLSOM ST / 11TH ST,-122.41402726268998,37.7718636177154,2011-06-05,00:01:00,60,2
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,2009-08-07,14:00:00,50400,3
WARRANTS,WARRANT ARREST,Monday,SOUTHERN,"ARREST, BOOKED",400 Block of STEVENSON ST,-122.408560037296,37.7825859895625,2006-11-13,07:55:00,28500,2
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,CENTRAL,"ARREST, CITED",SANSOME ST / BROADWAY ST,-122.402232454229,37.7984302773369,2004-05-30,02:30:00,9000,2
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,TARAVAL,"ARREST, BOOKED",100 Block of SAGAMORE ST,-122.457550604445,37.7114523851458,2007-03-23,13:20:00,48000,1
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,INGLESIDE,"ARREST, CITED",3100 Block of MISSION ST,-122.418732763058,37.74749552685429,2008-06-26,22:30:00,81000,0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,NORTHERN,"ARREST, BOOKED",VANNESS AV / CLAY ST,-122.422695629365,37.7921733284528,2011-01-14,01:55:00,6900,2
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,PARK,NONE,1700 Block of HAIGHT ST,-122.451288061231,37.7693967099165,2013-11-29,22:00:00,79200,1
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED",8TH ST / BRYANT ST,-122.406970988225,37.7725273607571,2006-04-03,12:55:00,46500,3
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Thursday,MISSION,NONE,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147,2014-06-26,12:00:00,43200,3
MISSING PERSON,FOUND PERSON,Friday,INGLESIDE,LOCATED,1500 Block of FLORIDA ST,-122.409677317108,37.7479321533574,2012-11-02,09:00:00,32400,0
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,INGLESIDE,"ARREST, BOOKED",3300 Block of MISSION ST,-122.421644478447,37.7429970144076,2006-09-22,20:22:00,73320,0
BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,CENTRAL,NONE,300 Block of PACIFIC AV,-122.401474290362,37.7976323512271,2004-06-07,20:00:00,72000,3
NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Wednesday,RICHMOND,NONE,400 Block of 6TH AV,-122.464279879446,37.7800332991006,2012-12-12,09:30:00,34200,1
DRUG/NARCOTIC,POSSESSION OF COCAINE,Monday,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.41251534135598,37.78047774805079,2010-03-22,17:00:00,61200,3
ASSAULT,BATTERY,Thursday,NORTHERN,NONE,FRANKLIN ST / PAGE ST,-122.420254960348,37.774358171070105,2014-05-29,23:30:00,84600,3
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,NORTHERN,NONE,FELL ST / VANNESS AV,-122.419507546169,37.7763700981455,2014-09-29,15:50:00,57000,3
ASSAULT,WILLFUL CRUELTY TO CHILD,Saturday,MISSION,NONE,2900 Block of 25TH ST,-122.409440952634,37.75111815104739,2012-09-22,22:40:00,81600,0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,MASON ST / MARKET ST,-122.408953598279,37.783287873572,2013-03-04,19:30:00,70200,3
VEHICLE THEFT,STOLEN TRUCK,Saturday,BAYVIEW,"ARREST, BOOKED",1500 Block of BAY SHORE BL,-122.401096851568,37.7245556697717,2003-08-23,21:00:00,75600,0
BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.411359138357,37.7764944808779,2003-12-24,23:26:00,84360,3
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Thursday,NORTHERN,NONE,2000 Block of VALLEJO ST,-122.431032076738,37.7958010456568,2013-12-26,08:00:00,28800,2
TRESPASS,TRESPASSING,Monday,NORTHERN,NONE,1800 Block of BUCHANAN ST,-122.430007139056,37.786990030826296,2008-02-04,11:45:00,42300,3
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,NORTHERN,NONE,2100 Block of FILLMORE ST,-122.4338668246,37.78938922271779,2010-06-15,18:00:00,64800,3
VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,NORTHERN,NONE,200 Block of LAUSSAT ST,-122.431181214257,37.7714789291664,2003-05-12,00:01:00,60,2
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,7TH ST / HOWARD ST,-122.409391574893,37.7779765037999,2006-10-04,18:00:00,64800,3
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE,19TH ST / SHOTWELL ST,-122.415929849555,37.7604330003799,2004-06-11,14:00:00,50400,0
OTHER OFFENSES,DEFRAUDING TAXI DRIVER,Tuesday,NORTHERN,NONE,1400 Block of WEBSTER ST,-122.431240435829,37.7840280157969,2008-02-19,01:20:00,4800,2
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,PARK,NONE,1400 Block of GOLDEN GATE AV,-122.434445230029,37.7793019548371,2010-02-10,18:02:00,64920,1
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,NORTHERN,NONE,1100 Block of FRANCISCO ST,-122.42412350881,37.80336133563621,2003-10-28,13:00:00,46800,3
KIDNAPPING,KIDNAPPING DURING CARJACKING,Saturday,SOUTHERN,NONE,9TH ST / HOWARD ST,-122.413163134276,37.7749926445385,2012-09-22,21:00:00,75600,3
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,800 Block of MISSION ST,-122.405395493939,37.7835100715421,2013-09-22,02:00:00,7200,2
FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415448759562,37.778293520129,2008-09-04,12:00:00,43200,3
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,INGLESIDE,NONE,MONTEREY BL / BADEN ST,-122.439742646877,37.7315851821106,2008-07-26,23:00:00,82800,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,STEINER ST / POST ST,-122.434733246306,37.7849443169746,2003-06-13,14:30:00,52200,1
OTHER OFFENSES,RESISTING ARREST,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,2013-09-06,12:16:00,44160,3
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,MISSION,NONE,24TH ST / POTRERO AV,-122.406338412685,37.7530042877223,2013-09-17,09:38:00,34680,0
ASSAULT,INFLICT INJURY ON COHABITEE,Monday,SOUTHERN,NONE,0 Block of NEW MONTGOMERY ST,-122.401817240144,37.788440503956,2004-03-29,04:38:00,16680,2
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,BAYVIEW,NONE,900 Block of INGERSON AV,-122.392493074979,37.718903919212,2009-01-22,10:05:00,36300,0
